hour_of_day,day_of_week,is_weekend,month,is_peak_hour,is_night,is_corridor,zone_event_density,junction_event_density,duration_hours,requires_road_closure,cause_vehicle_breakdown,cause_accident,cause_tree_fall,cause_road_damage,cause_waterlogging,cause_fire,cause_construction,cause_others,cause_other,congestion_score
20.0,5.0,1.0,12.0,1.0,0.0,0.0,0.0664095972579263,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.2
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0664095972579263,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.9
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.5
20.0,3.0,0.0,11.0,1.0,0.0,0.0,0.04862896315338475,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.1
1.0,4.0,0.0,11.0,0.0,1.0,1.0,0.0664095972579263,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.8
3.0,4.0,0.0,11.0,0.0,1.0,1.0,0.08804627249357326,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.4
6.0,4.0,0.0,11.0,0.0,0.0,1.0,0.0664095972579263,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.7
19.0,4.0,0.0,11.0,1.0,0.0,1.0,0.08804627249357326,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.1
4.0,5.0,1.0,11.0,0.0,1.0,0.0,0.04048843187660668,1.0,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.4
20.0,5.0,1.0,11.0,1.0,0.0,1.0,0.08804627249357326,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.5
2.0,6.0,1.0,11.0,0.0,1.0,0.0,0.09104541559554413,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5
20.0,0.0,0.0,11.0,1.0,0.0,1.0,0.05291345329905741,1.0,12.439489722222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,61.9
20.0,0.0,0.0,11.0,1.0,0.0,1.0,0.05291345329905741,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.9
21.0,0.0,0.0,11.0,0.0,0.0,1.0,0.08804627249357326,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.8
22.0,0.0,0.0,11.0,0.0,0.0,1.0,0.09104541559554413,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44.6
1.0,1.0,0.0,11.0,0.0,1.0,0.0,0.04862896315338475,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5
2.0,1.0,0.0,11.0,0.0,1.0,0.0,0.09104541559554413,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7
19.0,1.0,0.0,11.0,1.0,0.0,0.0,0.04048843187660668,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31.2
2.0,2.0,0.0,11.0,0.0,1.0,1.0,0.08804627249357326,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5
6.0,2.0,0.0,11.0,0.0,0.0,1.0,0.05676949443016281,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41.7
7.0,2.0,0.0,11.0,0.0,0.0,1.0,0.08804627249357326,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.2
19.0,2.0,0.0,11.0,1.0,0.0,1.0,0.05291345329905741,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5
23.0,2.0,0.0,11.0,0.0,1.0,1.0,0.0664095972579263,1.0,5.787841666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.7
2.0,3.0,0.0,11.0,0.0,1.0,1.0,0.08804627249357326,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.5
8.0,3.0,0.0,11.0,1.0,0.0,0.0,0.09104541559554413,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32.4
23.0,3.0,0.0,11.0,0.0,1.0,1.0,0.05291345329905741,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38.3
5.0,4.0,0.0,11.0,0.0,1.0,1.0,0.08804627249357326,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.9
5.0,4.0,0.0,11.0,0.0,1.0,1.0,0.08804627249357326,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.7
5.0,4.0,0.0,11.0,0.0,1.0,1.0,0.05676949443016281,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.3
21.0,4.0,0.0,11.0,0.0,0.0,1.0,0.05291345329905741,1.0,11.704185555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,52.8
21.0,4.0,0.0,11.0,0.0,0.0,1.0,0.1293916023993145,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.1
3.0,6.0,1.0,11.0,0.0,1.0,0.0,0.09104541559554413,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6
1.0,0.0,0.0,11.0,0.0,1.0,0.0,0.09104541559554413,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.8
1.0,0.0,0.0,11.0,0.0,1.0,0.0,0.08804627249357326,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1
3.0,0.0,0.0,11.0,0.0,1.0,0.0,0.05291345329905741,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.6
9.0,0.0,0.0,11.0,1.0,0.0,1.0,0.05291345329905741,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.2
10.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.8
20.0,0.0,0.0,11.0,1.0,0.0,1.0,0.07647814910025708,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.6
20.0,0.0,0.0,11.0,1.0,0.0,0.0,0.05676949443016281,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3
21.0,0.0,0.0,11.0,0.0,0.0,1.0,0.05291345329905741,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41.4
0.0,2.0,0.0,11.0,0.0,1.0,1.0,0.07647814910025708,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.2
0.0,2.0,0.0,11.0,0.0,1.0,1.0,0.04048843187660668,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38.5
1.0,2.0,0.0,11.0,0.0,1.0,1.0,0.09104541559554413,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.8
6.0,2.0,0.0,11.0,0.0,0.0,1.0,0.08804627249357326,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.9
8.0,2.0,0.0,11.0,1.0,0.0,1.0,0.07647814910025708,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.4
21.0,2.0,0.0,11.0,0.0,0.0,1.0,0.05291345329905741,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39.4
1.0,3.0,0.0,11.0,0.0,1.0,0.0,0.0664095972579263,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3
4.0,3.0,0.0,11.0,0.0,1.0,1.0,0.08804627249357326,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.8
0.0,5.0,1.0,11.0,0.0,1.0,1.0,0.0664095972579263,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.6
9.0,0.0,0.0,11.0,1.0,0.0,1.0,0.08804627249357326,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.6
12.0,0.0,0.0,11.0,0.0,0.0,0.0,0.05291345329905741,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32.7
21.0,0.0,0.0,11.0,0.0,0.0,0.0,0.05291345329905741,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0
21.0,0.0,0.0,11.0,0.0,0.0,1.0,0.09104541559554413,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.8
4.0,1.0,0.0,11.0,0.0,1.0,0.0,0.04862896315338475,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7
4.0,1.0,0.0,11.0,0.0,1.0,0.0,0.04862896315338475,1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0
5.0,1.0,0.0,11.0,0.0,1.0,0.0,0.07583547557840617,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.3
5.0,1.0,0.0,11.0,0.0,1.0,1.0,0.09104541559554413,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
5.0,1.0,0.0,11.0,0.0,1.0,1.0,0.08804627249357326,1.0,2.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.6
6.0,1.0,0.0,11.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.9
7.0,1.0,0.0,11.0,0.0,0.0,0.0,0.08804627249357326,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.5
20.0,1.0,0.0,11.0,1.0,0.0,0.0,0.04048843187660668,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47.4
21.0,1.0,0.0,11.0,0.0,0.0,1.0,0.05291345329905741,1.0,11.987777500000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,54.4
0.0,2.0,0.0,11.0,0.0,1.0,0.0,0.05291345329905741,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8
19.0,2.0,0.0,11.0,1.0,0.0,0.0,0.05291345329905741,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5
20.0,2.0,0.0,11.0,1.0,0.0,1.0,0.05291345329905741,1.0,12.217501111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,67.3
0.0,3.0,0.0,11.0,0.0,1.0,1.0,0.09104541559554413,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33.4
5.0,3.0,0.0,11.0,0.0,1.0,1.0,0.0664095972579263,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.1
23.0,3.0,0.0,11.0,0.0,1.0,1.0,0.08804627249357326,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
0.0,4.0,0.0,12.0,0.0,1.0,0.0,0.04048843187660668,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0
5.0,4.0,0.0,12.0,0.0,1.0,0.0,0.04048843187660668,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.6
6.0,4.0,0.0,12.0,0.0,0.0,0.0,0.09104541559554413,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.6
7.0,4.0,0.0,12.0,0.0,0.0,0.0,0.09104541559554413,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.8
19.0,4.0,0.0,12.0,1.0,0.0,0.0,0.04048843187660668,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.0
2.0,5.0,1.0,12.0,0.0,1.0,1.0,0.04048843187660668,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38.7
3.0,5.0,1.0,12.0,0.0,1.0,1.0,0.08804627249357326,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.4
7.0,5.0,1.0,12.0,0.0,0.0,0.0,1.0,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
19.0,5.0,1.0,12.0,1.0,0.0,0.0,0.04862896315338475,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.8
21.0,5.0,1.0,12.0,0.0,0.0,0.0,0.1293916023993145,1.0,1.4122516666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.1
23.0,5.0,1.0,12.0,0.0,1.0,1.0,0.07583547557840617,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.9
5.0,6.0,1.0,12.0,0.0,1.0,1.0,0.07647814910025708,1.0,4.009205555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.1
21.0,6.0,1.0,12.0,0.0,0.0,1.0,0.09104541559554413,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.4
22.0,6.0,1.0,12.0,0.0,0.0,0.0,0.04048843187660668,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0
5.0,1.0,0.0,12.0,0.0,1.0,1.0,0.07647814910025708,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.6
7.0,2.0,0.0,12.0,0.0,0.0,1.0,0.09104541559554413,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.9
19.0,2.0,0.0,12.0,1.0,0.0,0.0,0.04048843187660668,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0
21.0,3.0,0.0,12.0,0.0,0.0,0.0,0.05291345329905741,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.3
6.0,4.0,0.0,12.0,0.0,0.0,1.0,0.1293916023993145,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.6
21.0,4.0,0.0,12.0,0.0,0.0,0.0,0.08804627249357326,1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38.4
21.0,4.0,0.0,12.0,0.0,0.0,0.0,0.04048843187660668,1.0,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6
6.0,6.0,1.0,12.0,0.0,0.0,0.0,0.04048843187660668,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1
8.0,6.0,1.0,12.0,1.0,0.0,1.0,0.05291345329905741,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.5
19.0,2.0,0.0,12.0,1.0,0.0,1.0,0.0664095972579263,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,51.3
20.0,2.0,0.0,12.0,1.0,0.0,1.0,0.09104541559554413,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.4
4.0,3.0,0.0,12.0,0.0,1.0,1.0,0.0664095972579263,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47.3
22.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0664095972579263,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6
23.0,3.0,0.0,12.0,0.0,1.0,1.0,0.1293916023993145,1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.3
1.0,4.0,0.0,12.0,0.0,1.0,0.0,0.07583547557840617,1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0
1.0,4.0,0.0,12.0,0.0,1.0,0.0,0.07583547557840617,1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.9
19.0,4.0,0.0,12.0,1.0,0.0,1.0,0.05676949443016281,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.8
20.0,4.0,0.0,12.0,1.0,0.0,0.0,0.04048843187660668,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.9
20.0,4.0,0.0,12.0,1.0,0.0,0.0,0.08804627249357326,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.2
20.0,4.0,0.0,12.0,1.0,0.0,1.0,0.08804627249357326,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.6
21.0,4.0,0.0,12.0,0.0,0.0,1.0,0.04048843187660668,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.1
21.0,4.0,0.0,12.0,0.0,0.0,1.0,0.08804627249357326,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.1
22.0,4.0,0.0,12.0,0.0,0.0,1.0,0.04862896315338475,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.8
22.0,4.0,0.0,12.0,0.0,0.0,1.0,0.04862896315338475,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.4
22.0,4.0,0.0,12.0,0.0,0.0,1.0,0.04862896315338475,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41.5
22.0,4.0,0.0,12.0,0.0,0.0,1.0,0.04862896315338475,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0
22.0,4.0,0.0,12.0,0.0,0.0,1.0,0.04862896315338475,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.1
22.0,4.0,0.0,12.0,0.0,0.0,1.0,0.04862896315338475,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.4
22.0,4.0,0.0,12.0,0.0,0.0,1.0,0.04862896315338475,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.8
22.0,4.0,0.0,12.0,0.0,0.0,1.0,0.04862896315338475,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.5
22.0,4.0,0.0,12.0,0.0,0.0,1.0,0.04862896315338475,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44.8
22.0,4.0,0.0,12.0,0.0,0.0,1.0,0.04862896315338475,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.4
22.0,4.0,0.0,12.0,0.0,0.0,1.0,0.04862896315338475,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.2
22.0,4.0,0.0,12.0,0.0,0.0,1.0,0.04862896315338475,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.1
22.0,4.0,0.0,12.0,0.0,0.0,1.0,0.04862896315338475,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41.1
22.0,4.0,0.0,12.0,0.0,0.0,1.0,0.04862896315338475,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.3
22.0,4.0,0.0,12.0,0.0,0.0,1.0,0.04862896315338475,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.1
22.0,4.0,0.0,12.0,0.0,0.0,1.0,0.04862896315338475,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.8
22.0,4.0,0.0,12.0,0.0,0.0,1.0,0.04862896315338475,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.5
22.0,4.0,0.0,12.0,0.0,0.0,1.0,0.04862896315338475,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41.5
22.0,4.0,0.0,12.0,0.0,0.0,0.0,0.09104541559554413,0.0008946144211844695,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.6
22.0,4.0,0.0,12.0,0.0,0.0,1.0,0.04862896315338475,0.0014313830738951511,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.8
22.0,4.0,0.0,12.0,0.0,0.0,1.0,0.04862896315338475,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.9
22.0,4.0,0.0,12.0,0.0,0.0,1.0,0.04862896315338475,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41.0
22.0,4.0,0.0,12.0,0.0,0.0,1.0,0.04862896315338475,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.9
22.0,4.0,0.0,12.0,0.0,0.0,1.0,0.04862896315338475,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.7
23.0,4.0,0.0,12.0,0.0,1.0,0.0,0.05291345329905741,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.2
1.0,5.0,1.0,12.0,0.0,1.0,0.0,0.04862896315338475,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.9
1.0,5.0,1.0,12.0,0.0,1.0,0.0,0.04862896315338475,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.9
1.0,5.0,1.0,12.0,0.0,1.0,0.0,0.04862896315338475,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.9
2.0,5.0,1.0,12.0,0.0,1.0,1.0,0.09104541559554413,0.0050098407586330294,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.3
2.0,5.0,1.0,12.0,0.0,1.0,0.0,0.05676949443016281,0.0046519949901592415,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5
3.0,5.0,1.0,12.0,0.0,1.0,0.0,0.07583547557840617,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.1
3.0,5.0,1.0,12.0,0.0,1.0,0.0,0.07583547557840617,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.5
4.0,5.0,1.0,12.0,0.0,1.0,0.0,0.07583547557840617,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.4
4.0,5.0,1.0,12.0,0.0,1.0,0.0,0.07583547557840617,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.1
4.0,5.0,1.0,12.0,0.0,1.0,0.0,0.07583547557840617,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0
4.0,5.0,1.0,12.0,0.0,1.0,0.0,0.07583547557840617,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.2
4.0,5.0,1.0,12.0,0.0,1.0,0.0,0.07583547557840617,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.6
4.0,5.0,1.0,12.0,0.0,1.0,0.0,0.07583547557840617,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.9
4.0,5.0,1.0,12.0,0.0,1.0,0.0,0.07583547557840617,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.9
4.0,5.0,1.0,12.0,0.0,1.0,0.0,0.07583547557840617,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.6
5.0,5.0,1.0,12.0,0.0,1.0,1.0,0.04862896315338475,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.7
19.0,5.0,1.0,12.0,1.0,0.0,0.0,0.04862896315338475,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.4
19.0,5.0,1.0,12.0,1.0,0.0,1.0,0.07647814910025708,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.9
20.0,5.0,1.0,12.0,1.0,0.0,1.0,0.07583547557840617,1.0,2.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.4
7.0,6.0,1.0,12.0,0.0,0.0,0.0,0.04048843187660668,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32.6
8.0,6.0,1.0,12.0,1.0,0.0,0.0,0.09104541559554413,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5
9.0,6.0,1.0,12.0,1.0,0.0,1.0,0.08804627249357326,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.4
19.0,6.0,1.0,12.0,1.0,0.0,0.0,0.09104541559554413,1.0,2.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.1
20.0,6.0,1.0,12.0,1.0,0.0,0.0,0.05291345329905741,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.4
21.0,6.0,1.0,12.0,0.0,0.0,1.0,0.1293916023993145,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.5
23.0,6.0,1.0,12.0,0.0,1.0,0.0,0.05291345329905741,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.5
